,productName,offer_Price,market_Price
3763,100% Preferred Cotton 4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers)  Smooth Soft color as picture 5*6 ,"KSh 4,190","KSh 5,990 "
3764,100% Preferred Cotton 4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers) Smooth Soft color as picture 5*6 ,"KSh 4,190","KSh 5,990 "
3765,100% Preferred Cotton 4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers) Smooth Soft color as picture 5*6 ,"KSh 4,190","KSh 5,990 "
3766,"Large Black and White Diagonal Stripes Lady Dress Sexy Vest Type Long Dress XXL Black + white Sleeveless, Long Lady Dress, Large Black and White Diagonal Stripes, High-waisted, Vest Type Long Dress",KSh 799,"KSh 1,112 "
3767,RONI Autumn lady warm robe women temperament  velvet pajamas girl home clothes 02 m ,"KSh 1,799",
3768,Star Style Belt Women Bling Bling Metal Adjustable Buckle for Dresses Accessory Welcome to our store! We are a store specialized in searching for the world&aposs most fashionable stuff for you!,KSh 499,KSh 899 
3769,LED Portable DC Dynamo Emergency Solar Panel Headlamp Radio Reading Lamp Phone Charger Flashlight One Color One Size Welcome to our store! We are a store specialized in searching for the world&aposs most fashionable stuff for you.,"KSh 4,399","KSh 4,899 "
3770,10 x22 traveler porcelain white high times pocket LLL night vision binoculars 10 x22 traveler porcelain white high times pocket LLL night vision binoculars,"KSh 2,100",
3771,"BQ HAIR Top 7A Brazilian Human Hair Body Wave 100g/pc Natural Color Great Deals nature black 10 inch 100% Unprocessed Brazilian Virgin Human Hair Extension Weave Bundles ;100g/Bundle, Best Quality, No Tangle No Shedding",KSh 979,
3772,BQ HAIR Top 7A Brazilian Straight Human Hair 100g/pc Natural Black Color Great Deals nature black 14 inch 100% Unprocessed Brazilian Virgin Human Hair Extension Weave Bundles,"KSh 1,373",
3773,TOOFN Brand new Lace Handbags shoulder bags gray f ,"KSh 2,999",
3774,SL Wallet for Men PU Leather Short Business Casual Style Multilayer Card Set Bag brown one size Refined casual business style; Multilayer large capacity design,KSh 399,
3775,"Fashion 17-Inch Bag Business Large-capacity Laptop Backpack,/USB Charging Port & Headphone interface black one size Fashion 17-Inch Bag Business Large-capacity Laptop Backpack, USB Charging Port & Headphone interface","KSh 1,599","KSh 1,699 "
3776,Quadrate Mosquito Net Palace Net Lace Bed Netting with Three-Door Bed Net white 4*6 Quadrate Mosquito Net Palace Net Lace Bed Netting with Three-Door Bed Net No Metal,KSh 999,
3777,4Pcs Bedding Set  (1 Duvet cover+1 Bed sheet+2 Pillow covers) Super Wash Padding Cotton Elasticity color as picture 4*6 ,"KSh 2,590","KSh 3,990 "
3778,Sundabests High Quality Vacuum Jar Insulated Cup 1.8L（10917） silver 1.8L ,"KSh 1,050","KSh 1,590 "
3779,"Men's short-sleeved shirt men's short sleeve men's shirts gerliovooe stripes lapel cotton men's fashion business For the crowd, the casualnStyle cardigan, bargains category Business gentlemannVersion Straight type, collar lapelnSleeve short-sleeved, thin section thickness, a stripe patternnError range 1-2cm. Sui","KSh 1,980",
3780,Wireless Bluetooth Stereo Headset Foldable Headphone Earphone for iPhone Samsung Android black+gold ,"KSh 1,399","KSh 4,599 "
3781,"Men's suits, men's suit business suits suit jacket Slim professional dress groom groomsmen group clothing for men ... Taohuo popular youth category, a single row of two button placketnFor four seasons, error range 1-3cmnFabric name tr, the main component of viscose rayon fabricnFabric content of the main component 65","KSh 4,530",
3782,220V 800ml Electric Blender Juice Maker Drink Frui Multicolor Normal ,"KSh 4,244",
3783,Steering Wheel Cradle Holder Clip Car/Bike Mount For TENCO/HUAWEI/ITEL/INFINX/GIONEE/NOKIA ,KSh 199,
3784,Ouchuangbo ODB2 Scanner Full OBDII Function Auto Diagnostic Tool Code Reader Ouchuangbo OBD2/ EOBD Car Auto Diagnostics Scanner Automotive Fault Code Reader tool detector Automotive Tool ins tock fast ship,"KSh 6,579",
3785,8Pcs Assorted colors Infant Newborn Bath Towel Washcloth Bathing Feeding Wipe Cloth Soft Multi colored one size 8Pcs Assorted colors Infant Newborn Bath Towel Washcloth Bathing Feeding Wipe Cloth Soft,KSh 499,
3786,New Multicolor leather wallet female long paragraph leather wallets Purse for women free shipping pink one size New Multicolor Ms. wax leather wallet female long paragraph leather wallets Purse for women free shipping,KSh 699,"KSh 1,130 "
3787,FH 1 Set Of 3 Gem Alloy Necklace Water Drop Pendant Long Earrings Suit Creative Fashion Accessories green 50cm ,KSh 379,KSh 750 
3788,New lapel long sleeve dress shirt skirt stripe loose belt casual office fashion plus belt m 02 Long-sleeved dress shirt skirt stripe loose belt casual office belt,KSh 699,KSh 999 
3789,"SKMEI Men Fashion Sport Watch Electronics Military Digital LED Quartz Wristwatch Waterproof Watches gold 25CM Sport Watch,Men,Women,Waterproof,Outdoor,Led,Quartz","KSh 1,299","KSh 1,599 "
3790,CURREN Watches Men Quartz Top Brand Analog Military Watches Men Sports Waterproof Business Watches style 1 normal ,"KSh 1,299","KSh 2,598 "
3791,6 PCS Toothpaste T-GUARD Special Salt style(Spear Mint) blue ,KSh 360,KSh 780 
3792,"Fashion Womens Watch Crystal Stainless Steel Analog Quartz Ladys Watch Business Watch Black Women Fashion Watch,Ladys Watch,Quartz",KSh 499,KSh 599 
3793,ShoeAll 1 Pair Men Casual Sneakers Loafers Fashion Quality Men Shoe Dark Blue 40 ,"KSh 1,499","KSh 2,998 "
3794,VITRON V007 Home Theater Sound System 2.1 Multimedia Speaker Subwoofer black 25w VOO7 ,"KSh 2,299","KSh 2,590 "
3795,Men Flats Shoes Leather Loafers Driving Mocassin Slip On Shoes Male Summer Casual Footwear Camel gray 39=24.5cm Brand:Warm like home,"KSh 1,188",
3796,Transull High Quality 1pcs Table Cloth(35234-1) random color 137*183cm ,KSh 450,KSh 590 
3797,6 Pairs/Set Earring Jewelry Women Fashion Accessories Earring Rhinestone Rainbow Color Jewellery colors one size 6 Pairs/Set Earring,KSh 399,KSh 799 
3798,Super Bass Sweat Proof Sports Earphones Black+Green ,KSh 499,"KSh 1,899 "
3799,Synthetic Wigs New Fashion Hair Wigs Women Wigs Long Hair Straight 26inch black 26inch Synthetic Wigs Straight 26inch,KSh 999,"KSh 2,199 "
3800,"12PCS/Set Lipstick Mini Cute Waterproof Beautiful Lippie Balm 12Color Make Up 12 colors set Super save money, get 12 pcs set of lipstick now!",KSh 499,
3801,"Men&aposs Wallet Pu Leather Classic Short Multi-card Purse Credit Business Card Holders Deep Brown 10*11.5*0.5 Men Wallet,Fashion,PU",KSh 379,KSh 599 
3802,FH 1 Pair Creative High-gradeCloth Rose Flower Window Curtain Tieback Clip-on No Need Drilling Purple 60cm ,KSh 399,KSh 699 
3803,"HN-3 piece/Set New Crystal drops Peacock Necklace pendant ring stud earring Women Jewellery Gift Black as picture HN Shop.New Brand,Company wishes: Bring the products to you and make your life better!",KSh 349,
3804,Solar light 20.30.48LED high brightness outdoor wall lamp body sensor light waterproof 20led black solar energy ,KSh 799,
3805,3D Massager Roller for Face Body Slimming Skin Tightening Facial Beauty Instrument Stereo Shaping silver ,KSh 450,KSh 899 
3806,1piece Rock Style Woman Young Gift Leaf Chain Tassel Earrings Metallic Gold Silver Jewelry Ear Clip Gold One Size Here the best choices for you to enjoy the new fashion.,KSh 99,KSh 499 
3807,Favored One - New Fashion bobo black short hair wigs daily business female Beauty Wigs Wigheat black same size Favored One - New Fashion bobo black short hair wigs daily business female Beauty Wigs Wigheat,KSh 699,"KSh 1,378 "
3808,2018 Women Shirt Chiffon Blusas Femininas Tops Elegant Ladies Formal Office Blouse Chiffon shirt red m 2018 Women Shirt Chiffon Blusas Femininas Tops Elegant Ladies Formal Office Blouse Plus Size Chiffon shirt clothing,KSh 899,"KSh 1,747 "
3809,6 PCS Coffee Tea Milk Breakfast  Glass  Cup as picture middle ,KSh 249,
3810,Collapsible Grip & Stand Popsocket for Phones and Tablets black one size ,KSh 79,KSh 699 
3811,Foldable Wireless Arc Optical Mouse Mice with USB Receiver for PC Laptop Notebook Computer black one size ,KSh 499,"KSh 1,599 "
3812,New Fashion Jewelry Women Rhinestone Earring Women Accessories Stud Earrings Jewellery silver one size Women&aposs Fashion Accessories Stud Earrings,KSh 89,KSh 299 
3813,Sundabests Non-Stick Triple Coating Frying Pan(SD-24/26) green 22cm ,KSh 399,KSh 890 
3814,New Fashion Jewelry Women Earring Metal TreeLeaves Stud Earrings Women Accessories Jewellery gold one size New Fashion Jewellery Women Earring,KSh 89,KSh 299 
3815,"Churchill Branded USB Flash Disk 8GB Blue Unique Card Flash Drive Unique USB Flash Disk 8GB 
Blue card Flash Drive
card size: 5.3cm*8.3cm",KSh 400,
3816,Sandisk 32GB  64GB 128GB Memory Card U1 Class 10 Micro SD Card SDXC SDHC Microsd Flash TF Card as shown sandisk 32gb 80mb/s Sandisk 32GB 64GB 128GB Memory Card U1 Class 10 Micro SD Card SDXC SDHC Microsd Flash TF Card Memory Cards,KSh 599,
3817,VITRON V008 Home Theater Sound System 2.1 Multimedia Bluetooth Speaker Subwoofer black 25w V008 ,"KSh 2,650","KSh 3,290 "
3818,Bluetooth Smart Watch Smartwatch DZ09 Android Phone Call Relogio 2G GSM SIM TF Card Camera Black one size ,KSh 899,"KSh 1,299 "
3819,YOUTUBE New fashion Net red Bri Hall the same goods synthetic lady wig detached complete short wig COLORMIX ,KSh 799,KSh 999 
3820,COCOCICI Fastion Men&aposs National Style Printing 3D fashion leisure large size slim long sleeve shirts DEEP BLUE 3XL COCOCICI Fastion men shirts Long Sleeve Shirt Men 3D Printing Slim Fit Turn-do,"KSh 2,998",
3821,FΩL 32 Inch Support T2 Function  Full HD 1080P LED Digital TV(13450KSh only for top40 customers) black 32 Inch ,"KSh 13,450","KSh 17,000 "
3822,"TAGWOOD MP-28 Cuboid LED Mini Wireless Bluetooth  Portable Speaker Subwoofer  Alarm Clock Stereo white 500W MP-28 BLUETOOTH, USB PORT, LIGHT, AUX, ALARM, CLOCK, PORTABLE.","KSh 1,499","KSh 2,299 "
3823,SuTai Electric Kettle 2.2L  Double-layer VDE 2 Plug 220-240V ironing Kettle(6 Months Warranty ) as picture 2.2L ,KSh 999,"KSh 1,800 "
3824,X96 Mini TV BOX Android 7.1 OS Smart TV Box Amlogic S905W  Quad Core 2.4GHz WiFi Set Top Box ,"KSh 2,399","KSh 4,998 "
3825,4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers) Fashion Button Double Pure Color Cotton double color 5*6 ,"KSh 1,490","KSh 3,790 "
3826,4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers)Fashion Button Double Pure Color Cotton color as picture 5*6 ,"KSh 1,490","KSh 3,790 "
3827,"5000mAh Portable Power Bank with LED Flashlight, USB Output Port (LPB-213) gold 5000 ","KSh 1,150","KSh 1,500 "
3828,Sathiya High Quality Exquisite Kitchen Wares Double Burner Gas Stove（8822） black one size ,"KSh 3,250","KSh 3,950 "
3829,Lucky Men 2018 New arrival Fashion Popular Pocket Design Hooded Sweater light gray xxl Lucky Men 2018 New arrival Fashion Popular Pocket Design Hooded Sweater,KSh 899,"KSh 1,599 "
3830,Lucky Men Sports Pants Casual Fitness Cotton Stretch Guard Pants fitness Muscle Pants red XXL Lucky Men Sports Pants Casual Fitness Cotton Stretch Guard Pants fitness Muscle Pants,"KSh 1,199","KSh 1,599 "
3831,Men Running Shoes Sport Big Size Black/Gray  Shoes Summer/Autumn Sneakers Mens Athletic Trainers black 39 Men Running Shoes Sport Big Size Black/Gray  Shoes Summer/Autumn Sneakers Mens Athletic Trainers,"KSh 2,025",
3832,New women&aposs diamond transparent pointed shallow flat sole sandals shoes pink 36 New women&aposs diamond transparent pointed shallow flat sole sandals shoes,KSh 898,
3833,Simple Fashion Tassel Shoulder Diagonal Cross Bag BROWN ,"KSh 1,099","KSh 2,599 "
3834,RONI Lady diamond necklace earrings two-piece set women sweet love style jewelry suit 01 all code ,KSh 299,
3835,Sundabests High Quality Stainless Steel Vacuum Flask Thermos  Thermal Water Bottle 350ml(10915) silver 350mL ,KSh 359,KSh 499 
3836,4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers)Fashion Button Double Pure Color Cotton color as picture 5*6 ,"KSh 2,190","KSh 3,790 "
3837,"GoldenTech 26"" HD LED TV DV3T2 Energy Saving black 26 Inch ","KSh 11,300",
3838,2EST Solo 3.0 Wireless Bluetooth Headset Headphone FM AUX MIC black beats Solo 3.0 Wireless Bluetooth Headset Headphone FM AUX MIC,"KSh 1,299",
3839,"JayJero J55 wired earphone earbud headphone earpiece stereo heavy bass cute in ear surround headset white Buy any JayJero line of audio products and just &aposListen and Believe&apos.
Finished to perfection. Extra bass, very clear and loud.",KSh 799,
3840,UC18 Portable Projector With HDMI TF Card USB LED For Home Theater EU Plug Black ,"KSh 3,999","KSh 4,599 "
3841,"(+Free Cover) iBRIT i7 - 5.5&apos&apos - 32GB - 3GB, Fingerprint , 8MP Camera - 4G Dual SIM - 4000mAh grey Finger Print ID: 32GB, 3GB RAM: Back-8MP, 5MP Front: Android 7.0 Nougat;5.5inch Full HD IPS Display4G Dual Sim","KSh 9,499","KSh 9,999 "
3842,"SOHI 1 Pairs PU Thick Heel Sandals Shoes Sexy Causal High Heels Women Shoes red 34 SOHI High Quality 1 Pairs PU Elegant Sexy Sandals Shoes,Shopping Made Fun","KSh 1,599","KSh 2,359 "
3843,ShoeAll 1 Pairs Casual PU Leather Quality Boots For Men Lace Up Boot Shoes black 39 ,"KSh 1,699","KSh 3,398 "
3844,"Men Watch Ultra Thin Stainless Steel Clock Male Quartz Sport Watch Luxury Business Wrist watch Black Black Gold 23cm Luxury,Men, Watch,Steel,Business,Casual",KSh 799,KSh 999 
3845,Breathed Yeezy Shoes Sports Shoes Running Shoes #3 eur40 ,"KSh 1,369",
3846,16 x 52 Dual Focus Monocular Spotting Telescope Zoom Optic Lens Binoculars 98-8000M black ,KSh 799,
3847,"13x4"" Lace Frontal Closures Body Wave Brazilian Unprocessed Virgin Human Hair Lace Frontals Closure natural black 8inches ","KSh 1,799",
3848,New High Quality1080P Miracast 2nd Generation Chromecast 2 Digital HDMI Media Video Streamer New High Quality1080P Miracast 2nd Generation Chromecast 2 Digital HDMI Media Video Streamer,"KSh 1,899",
3849,TAGWOOD MP-2044 Home Theater Sound System Bluetooth Speaker Subwoofer And FM Radio WHITE pmpo: 9000W MP-2044 Multimedia 2.1  Subwoofer  With Bluetooth,"KSh 4,200","KSh 4,899 "
3850,"Men&aposs shoes tide black and white color trend sports shoes men&aposs casual shoes blue 39 -Product category: Sports shoes
-Sole material: hard rubber
-Style: Fashion
-Function: breathable
-Breathable and cool
-Perfect design","KSh 1,599",
3851,"Women Handbags 4 Pcs/Set  PU Leather Zipper Handbag Solid Shoulder Messenger Bag Purse (4 Colors） black sets bags Women Shoulder Bags Set, 4 Pcs/Set Women Fashion Leather Zipper Handbag Solid Shoulder Messenger Bag Purse (4 Colors)",KSh 999,
3852,3Pcs/Set High Quality Cooking Pots Cookware Set Non-Stick + 3Pcs/Set Truners For Kitchen Red 3Pcs 3Pcs/Set High Quality Cooking Pots Cookware Set Non-Stick + 3Pcs/Set Truners For Kitchen,"KSh 2,899",
3853,SanDisk Ultra 32GB Dual Drive m3.0 for Android Devices and Computers flashdisk flash disk black sandisk 32gb SanDisk Ultra 16GB 32GB 64GB Dual Drive m3.0 for Android Devices and Computers flashdisk flash disk,KSh 799,
3854,"Super Bass Sport Earphones Stereo Running Headset DJ HiFi blue Earphone,Bluetooth,Headset,Earbuds,headphone,wireless,sport,bass,in-ear,Stereo",KSh 499,KSh 599 
3855,Sport Bluetooth Headphones Stereo Handsfree Sports Earbuds With Mic Sports Subwoofer Black sweat-resistant headphones workout earbuds,KSh 839,"KSh 1,688 "
3856,Women Boots Thigh High Suede Mid-Calf Boots Autumn Flock Winter Ladies Fashion Snow Boots Shoes brown 35 ,"KSh 1,599","KSh 2,099 "
3857,3 In 1 Rechargeable Electric Shaver 3D Triple Blade Heads Shaving Razors Men Beard Trimmer Barber Gold as pictures ,KSh 859,"KSh 1,699 "
3858,RONI Lady  fashion creative pin earring imitation pearl temperament ear ornaments dress accessories 01 all code ,KSh 229,
3859,"M2 Smart Watch Waterproof Heart Rate Monitor Bluetooth Sport Smart Band Bracelet Pedometer black one size Smart Watch,Bluetooth,Android,Bracelet,Sport,Pedometer,Waterproof",KSh 799,KSh 999 
3860,Oasis Brand Korean Rose Gold Hollow Out Bling Zircon Gilded Camellia Flower Bracelet For Women golden one size ,KSh 249,
3861,New Sports and Leisure Men&aposs Shoes Lightweight Breathable Non-slip Tide Mesh Sneakers 153 black 44=27cm ,"KSh 1,288",
3862,Breathed Yeezy Shoes Sports Shoes Running Shoes white black 44=27cm ,"KSh 1,369",
3863,"DUXIU 4th generation Smartphone Octa-Core 6.1""Dual SIM Fingerprint&Face ID Mobile Phone3+32G 4800mAh blue Android 8.1,4800mAh,1080p,","KSh 6,999","KSh 12,999 "
3864,6pcs Kitchen Cleaning Tool Set Nano Emery Magic Wipe Spongex2/Brushx2/Leachate Rack x1 green(6 in 1) Rack x1+brush x3+Sponge x2 ,KSh 598,
3865,Spring and autumn women u00a0shirt new Bohemian resort style fashion trend shirts Spring and autumn women u00a0shirt new Bohemian resort style fashion trend shirts,KSh 889,"KSh 1,079 "
3866,New Women Handbag Pouch Bags Card Bag Shoulder Bag Totes Purse 4pcs Set Composite Bags Crossbody Bag brown as picture ,"KSh 1,398",
3867,New autumn summer fashion trend sexy round collar high waist European belt pocket dress xxl red ,KSh 666,KSh 748 
3868,3Pcs/Set High Quality Cooking Pots Cookware Set Non-Stick + 3Pcs/Set Truners For Kitchen black 3pcs 3Pcs/Set High Quality Cooking Pots Cookware Set Non-Stick + 3Pcs/Set Truners For Kitchen,"KSh 3,299",
3869,TAGWOOD S1 2 IN 1 SPEEDY BLENDER white & green HARD PLASTIC JAR,"KSh 1,799","KSh 1,899 "
3870,Long Life EA-Egg Steamer yellow normal ,KSh 680,KSh 890 
3871,QCG new Phone 6.3inch 8G+128G 26MP+8MP 9800mAh Face&Fingerprint&Screen unlocking Dual SIM Smartphone sea blue 19:9 big field of vision，2560*1440 HD resolution，9800mAh long standby，8G+128G large memory，Helio P60 ten-core processor,"KSh 18,999","KSh 19,999 "
3872,Sandisk 32GB Memory Card U1 Class 10 Micro SD Card SDXC SDHC Microsd Flash TF Card as shown SanDisk 32GB 80MB/S Sandisk 32GB Memory Card U1 Class 10 Micro SD Card SDXC SDHC Microsd Flash TF Card,KSh 599,
3873,KiliFun Collection R9 Inkax Brand Earbuds/Earphone Stereo 3.5mm wired control with mic and button black Wired earphones with a high sound quality. Music courier and passion. Noise isolation with precise bass.,KSh 299,KSh 390 
3874,Women Boots High Heels Ladies Shoes Women Shoes Casual Shoes Autumn Comfortable Boots brown 43 ,"KSh 1,499","KSh 1,899 "
3875,"Licer Portable Wireless Business Bluetooth Earphone with Charging Box Stereo Earbuds V4.2 2Pcs Black Fashion style,Energy saving design,Long time standby.
High-fidelity sound and voice quality effect,comfortable to wear,easy to carry.",KSh 999,"KSh 1,899 "
3876,"SOFTCARE Diaper Premium, Medium 6-9Kgs,Count 72 For Baby white m72(6-9kgs) ","KSh 1,125","KSh 1,350 "
3877,"TOTO Gentleman Business flat shoes men shoes formal shoes party shoes casual shoes leather shoes black 39 Super Fibre Leather Fashion business high-end luxury men&aposs leather shoes, exquisite workmanship, gentleman&aposs choice","KSh 1,999","KSh 4,000 "
3878,Women&aposs boots new thick bottom Martin motorcycle women&aposs boots British wind boots black 35 Women&aposs boots new thick bottom Martin motorcycle women&aposs boots British wind boots,"KSh 1,785",
3879,"New men&aposs shoes winter and fall trends go with casual canvas shoes and men&aposs sneakers Black/white 39 Quality first service is the best
Customers are all our friends.
Fashion Design 100% New Quality",KSh 958,
3880,"200*100cm Romantic Butterfly Blinds Curtain Yarn Tulle Organza Child Window Screen Living Bedroom colorful-same with picture 200*100cm *What you get:1 x Colorful Butterlfly Printed Burnt-out Curtain 
*Material: Organdy
*Size: 100cm wide x200cm height",KSh 599,
3881,"2pcs Oval Double Sides Magic twist hair brush sponge Sponge Brush for Natural afro coil wave dread random color normal *What you get: 2pcs/set Magic Twist hair sponge
*Size: 145*96*45mm
*Holes : 32 holes
*Hole Diameter: 8 mm",KSh 649,
3882,Summer Chiffon Blouse/ Shirt /Short Sleeve Shirt /Women&aposs Tops Yellow l Summer Chiffon Blouse/ Shirt /Short Sleeve Shirt /Women&aposs Tops,KSh 699,KSh 999 
3883,1 Pairs Fashion New Female Pointed Shoes/ Flat Shoes/ Pearls Single Shoes Shoes/ Shoes Gold 39 1 Pairs Fashion New Female Pointed Shoes/ Flat Shoes/ Pearls Single Shoes Shoes/ Shoes,KSh 799,KSh 999 
3884,"Baby Girl Clothing Toddler Kids Jumpsuit Summer Newborn Infant Clothes Outfit GX603A royal blue 110 2018NEW,Fashion!",KSh 515,KSh 659 
3885,"OALE P1, 5.5 inch, 2GB+16GB, 5MP+8MP, 2500mAh, Android 8.1, Fingerprint, Smart Phones Luxury Gold ","KSh 6,999","KSh 9,999 "
3886,"Certified Refurbished: iPhone4S - 3.5 inch screen -16G Smartphone black A smoother system than iPhone4, which supports more app","KSh 3,899",
3887,SANZ 2800 Rechargeable Hair Clipper Professional Electric Haircut Trimmer white 3w ,"KSh 1,250","KSh 2,300 "
3888,Baby Kids Girls Princess Dress Pageant Wedding Birthday Party Lace Long Dresses pink  WWW108A 100 ,KSh 649,KSh 999 
3889,5Pcs Glitter Eyes Makeup Women Easy to Wear Waterproof Pigmented Liquid Eyeliner Glitter Makeup 5pcs ,KSh 999,"KSh 1,998 "
3890,New Fashion Women Shoes Sandals Summer Flip Flops Bohemia Flat Sandals Female Beaded Shoes brown 38 women shoes ladies shoes,"KSh 1,254","KSh 1,399 "
3891,Women Sneakers Fashion Flat Platform Shoes Height Increasing Causal Shoes For Women Zippers Sneakers red 38 ,"KSh 1,873","KSh 2,094 "
3892,Elegant Ladies Shallow Mouth Low Heel Sandals Shoes Red 36 ,"KSh 1,299","KSh 2,799 "
3893,4Pcs Bedding Set  (1 Duvet cover+1 Bed sheet+2 Pillow covers) Aloe Cotton Flexibility Zipper Design color as picture 5*6 ,"KSh 1,690","KSh 3,100 "
3894,4Pcs Bedding Set (1 Duvet cover+1 Bed sheet+2 Pillow covers) Fashion Button Double Pure Color Cotton double color 5*6 ,"KSh 2,190","KSh 3,790 "
3895,"(Special Offer)Skyworth 32""   Digital LED TV For Sale one 32 >Display size:32""  > Resolution/Frame:1366*766/60Hz   >ATV Receiving System PAL/SECAM BG/DK/I","KSh 15,450","KSh 19,999 "
3896,Chiffon shirt women&aposs new spring slim office business party Korean version of long-sleeved jacket black s ,KSh 699,KSh 872 
3897,Hot-Men shoe autumn men&aposs sports shoe Breathable Trendy British Casual Business Shoe with 6 gifts! black a 39 ,"KSh 1,399",
3898,"Feiyue men shoes women shoes,lovers shoes, sports shoes,casual shoes，female shoes flat shoes black 36 This shoe belongs to the explosive style of INS. It is fashionable, lightweight and has a strong discount.",KSh 999,"KSh 1,699 "
3899,"fashion casual men&aposs shoes comfortable outdoor sports shoes black 39 Color:  black
Size: 39, 40, 41, 42, 43, 44","KSh 1,589",
3900,New ladies watches selling diamond square ladies bracelet watches ladies watches golden one size New ladies watches selling diamond square ladies bracelet watches ladies watches,"KSh 1,225",
3901,"In 2019, new promotions, crazy buying, one-shoulder slanting, handbags red ordinary 2019 nuevo verano bolso de mujer para mujer bolsillo cremallera Bolsos De Mujer solapa de la famosa marca de cuero de las mujeres Crossbody","KSh 1,799",
3902,Kztown Women Low Heel Shoes Fashion Boots Flat Shoes Casual Sneakers white 35 Welcome!you will find more good products if you visit our Store. We guarantee the lowest price and the highest quality of our products!,"KSh 1,599",
3903,"Mini Bluetooth Earphone With charging cell left and right ears wireless stereo twin ears  white white Listening time: 2 hours, talking time: 2.5 hours, transmission distance: 10-18 meters. Charging box, easy to carry.",KSh 699,
3904,"TECNO SPARK2, 6.0""HD, 16GB+1GB, 13MP+8MP, Face Unlock, 13 months warranty champagne gold ","KSh 10,099","KSh 10,200 "
3905,"FH Brand 17-Inch Bags Business Laptop Backpack Waterproof  USB Charging Port & Headphone interface gray 17-inch Anti Theft Waterproof Travel Backpack、College Student for Women Men,Fits Under 17-Inch Laptop Notebook","KSh 1,699","KSh 3,299 "
3906,"SOHI 1 Pairs PU Size 35-40 Comfortable Flat White Shoes Sequin Leaf Sneakers Shoes Women gold 35 SOHI High Quality 1 Pairs PU Causal Non-Slip Soles White Shoes,Shopping Made Fun","KSh 1,399","KSh 3,418 "
3907,Sundabests 6pcs High Quality Spiral Glass Glassware Cup(1089) as the picture 6pcs ,KSh 299,KSh 459 
3908,"HS2YGK - Two Slice Sandwich Maker white Cool touch handle & cool wrap body
Easy upright storage
Cord winding storage
High quality nonstick sandwich plates
Auto temperature control","KSh 1,695",
3909,TAGWOOD MP-3319 Home Theater Sound System Bluetooth Speaker Subwoofer And FM Radio Black 12000w MP-3319 Multimedia 3.1,"KSh 6,499","KSh 6,999 "
3910,"Handbags 4 PCS Graceful Solid Color Design Women Shoulder Bags Tote pink 35 * 28 * 17cm 100% brand new and high quality.
Package include:1*Hangbag,1*Shoulder bag1*Cellphone bag,1*Card bag","KSh 1,499","KSh 2,999 "
3911,20 Inches Curly Braiding Synthetic Fiber Hair Extensions For Women Natural Black Hair Wig Piece black 20inches 20 Inches Curly Braiding Synthetic Fiber Hair Extensions For Women Natural Black Hair Wig Piece,"KSh 1,268",
3912,"PRINLLA Women Fashion Water Drop Crystal Earrings Red Bride Wedding Drop Earrings Red 45mm Fashion,Personality,Elegant Temperament,Anti-allergy,Not easy to fade.
Occasions: Daily Dress Decoration,Wedding,Party,Gift...",KSh 299,KSh 599 
3913,"Women&aposs mesh breathable sports shoes with box，thick-soled lady&aposs casual shoes,fashion Torre shoes Black 39 Women&aposs sports shoes,casual shoes,white torre shoes,
Fabric material: PU+ mesh fabric
Lining material: breathable mesh cloth
Size: 36 ~ 40","KSh 2,099",
3914,"Ryan World Sport Smart Watch Smart Wristband Pedometer Waterproof Fitness Band Bracelet black one-size Packing List:
1 * Fitness tracker Bracelet
1* Charger cable
1* Manual",KSh 899,
3915,2019 latest style scarce women&aposs handbags handmade beaded luxury fashion style black small ,"KSh 1,500",
3916,"New Promotional Women&aposs Bag in 2019, Limited Buy, Single Shoulder Skew Bag red ordinary New promotional ladies&aposbags ， fashionable European and American style, single shoulder diagonal straddle bags","KSh 1,899",
3917,"Women&aposs Wish Bottle Pendant Necklace Heart-shaped Crystal Drifting Bottle Necklace Rose Red 45cm Appearance: Stylish and Novel Design, Elegant Temperament.
Nice accessories,Match with suitable apparel for different occasion.",KSh 199,KSh 599 
3918,"Europe Fashion Ladies shoes Casual Flats Women shoes Office loafers flats Cow leather white black black 41 High quality leather,Light, soft, breathable, comfortable and durable.Europe Fashion Ladies shoes Casual Flats Women shoes","KSh 1,899",
3919,Studio Condenser Microphone Sound Recording Audio Wired For live Radio KTV Blue tube silver mesh head  ,"KSh 3,499","KSh 3,695 "
3920,TECNO Pouvoir 2 - 16GB+3GB RAM - 6.0&apos&apos HD+ - 8MP+13MP - 4GLTE - 5000mAh - Face ID - Dual SIM midnight black TECNO Pouvoir 2,"KSh 12,699","KSh 13,999 "
3921,"12 Color Waterproof Outlast All-Day Moisturizing Lip Liner 12 PCS miked Last for 24 hours
Conditioning topcoat that leaves lips moisturized
Available in multiple shades, perfect for any time of day",KSh 599,"KSh 1,599 "
